style,category,values
demonic,reward,coin enough to leave the bad parish behind|a favor that matters more than cash|private silver wrapped in funeral cloth|one paid silence and a purse besides|a sealed indulgence and spending money|the patron's protection for one ugly week|money that arrived through the wrong hands|a cashbox no priest will ask about
demonic,rescue_target,novice hidden in the candle cells|pallbearer chained in the lower choir|mourning widow marked for the rite|grave clerk taken to read the wrong names|confessor dragged under the red house|altar thief who saw too much and lived|boy acolyte hiding among the biers|the one mourner the cult still needs alive
demonic,recruit_target,candle thieves who want the rite broken for their own reasons|red-cloaked deserters hiding in the lower cells|pallbearers who know the service passages and hate the cult|a confessor willing to sell names and doors|black-market mourners who can lead you to the wrong altar|choir defectors carrying half the liturgy|grave porters who know where the bodies really go|the one frightened novice who still has the right key
demonic,treasure_objective,rob the black tithe before the rite can spend it|take one forbidden object and leave the rest cursed where it lies|steal the hidden strongbox under the chapel floor|carry out proof of the cult worth more than gold|loot the lower biers before the candles are relit|take the best of the red crypt and never come back|clean out a rite-store before the bells answer|leave with one item that should never have been made
demonic,atmosphere,old soot and tallow in close air|warm stone where no fire should still linger|red wax sweetening the stink of old death|incense burnt down to bitterness|metal hooks cold enough to feel clean|quiet thick as cloth before a prayer begins|smoke trapped in arches built too low|heatless ash under every careful step
demonic,content,rows of unlit mourning candles|chains hooked to beam eyes overhead|altar cloth folded over old stains|a side table of censers and knives|chalk circles cut by too many feet|bier slats stacked for quick use|nail marks in a confessional door|empty offering bowls left facing inward
rooted,public_place,the drowned burrows|the root roads|the cellar warrens|the buried orchard|the loam ways|the undergarden|the mould halls|the briar cellars
rooted,public_motif,sour leaves|black loam|broken roots|wet bark|green mold|seed rot|thorn shade|garden stone
rooted,patron_role,grave gardener|hedge reeve|herb widow|ditch keeper|rat broker|apothecary's clerk|field sexton|cellar factor
rooted,reward,coin and salves enough to matter|a dry room and a warmer future|rights to whatever grows from the take|bandages, broth, and hard cash|money enough to leave ditch work behind|seed silver and a bed under a roof|medicine stores and honest coin|a paid cart and a reason to disappear
rooted,rescue_target,root-cutter trapped under the porch vault|fungus girl hiding in the dry cellar|ditch boy sealed behind the briar gate|grave gardener wrapped into the wall roots|mushroom picker lost in the worm roads|widow's son taken under the old orchard|apothecary runner trapped in the burrows|cellar scout hiding from what grows below
rooted,recruit_target,briar cutters who know which walls are still hollow|burrow families looking for one safe room|spore keepers willing to trade a path for medicine|root-road smugglers hiding from the bigger thing below|grave gardeners who know the old cellar maps|ditch hands ready to turn on the cult in the orchard|cellar scavengers who just want a way back up|a hedge reader who can tell good roots from murderous ones
rooted,treasure_objective,strip one old cellar of anything the roots have spared|take herbs silver and one clean prize before the burrows close|lift the best hidden cache in the undergarden|bring back enough salvage to make the spores worth it|rob the drowned orchard vault before the mold reaches it|carry out a seed chest worth more than its wood|loot the briar cellars in one hard pass|take one perfect object from the green dark and leave
rooted,atmosphere,wet soil breathing through cracked stone|green damp in every seam and corner|root fibers hanging like old ropes|the smell of bruised stems and wet dust|cool cellar air gone vegetal|soft drips under a ceiling of roots|mold sweet enough to make you wary|old earth loosened by too many burrows
rooted,content,seed jars split by root growth|thorn curtains tied back with twine|burrow mouths widened by hand tools|matted nests of leaves and cloth|broken paving swallowed by loam|old cellar shelves furred with green|a shrine half-hidden behind ivy and rot|root clusters wrapped around a locked chest
frost,public_place,the snow roads below|the white stairs|the thaw crypts|the barrow galleries|the iced vault road|the cold chambers|the winter underways|the rime cellars
frost,public_motif,blue frost|rimed cedar|cold breath|snow dust|grave ice|white iron|sealed amber|frozen cloth
frost,patron_role,winter factor|barrow clerk|grave reeve|thaw widow|funeral guide|cold steward|snow toll-keeper|caravan widow
frost,reward,coin enough to buy through the next freeze|furs, silver, and a place by a stove|a warm caravan berth out of the district|rights to one heirloom if you survive to carry it|grave silver and winter credit|fuel, broth, and hard coin|a thaw writ worth more than it looks|enough to keep the fire lit all season
frost,rescue_target,grave warden trapped under the ice chapel|snow runner sealed behind the white gate|winter porter hiding among the bier stacks|cold-blind heir lost in the barrow roads|mourning girl trapped past the thaw lock|funeral guide stranded in the rime halls|caravan scout hiding from the barrow dead|toll-keeper's son gone missing below the crypt stairs
frost,recruit_target,exiled guards who know the warm route back|snow thieves willing to trade doors for heat|barrow wardens split by hunger and fear|grave porters who still remember the burial plan|fur-clad drifters ready to sell a shortcut|a thaw-priest with one honest map|ice cellar keepers who want the deeper dead left alone|winter scouts who know which doors freeze shut first
frost,treasure_objective,carry off one noble hoard before the frost takes your hands|take the richest cold-room cache and run for heat|strip a barrow shelf before the dead wake properly|leave with winter silver enough to matter|rob the thaw crypts in one brutal pass|carry out a kingsilver prize and live to spend it|loot the sealed ice road before rival crews return|take one perfect burial good from the white dark
frost,atmosphere,frost smoke in the torchlight|air so cold it feels sharp|old cedar and dead ice|white dust drifting from stone joins|frozen damp under every careful step|breath hanging in still crypt air|cold enough to silence loose metal|the smell of winter cloth and sealed rooms
frost,content,burial shelves rimed in white|antler racks with no bows left on them|frozen prayer cords snapped by age|ice on every iron fitting|grave goods wrapped in brittle cloth|sledge tracks ending at a sealed door|coals long dead in a bronze bowl|snow drifted in from a crack too high to see
*,patron_first,Aster|Bren|Corin|Delphine|Eamon|Fiora|Galen|Helm|Innes|Jessa|Korr|Leora|Merrit|Nera|Orrin|Perin|Rhea|Sten|Talia|Varro|Willow|Xeran|Ysold|Zev|Ansel|Beatrix|Cassian|Dara|Evren|Flint|Greta|Hadric
*,patron_last,Arkwell|Blackfen|Cairn|Dovel|Eastmere|Foxglove|Graves|Hallow|Ironmoss|Jarrow|Kestrel|Lark|Mourn|Norwyn|Orchard|Pyke|Quarry|Redfen|Stave|Turner|Umber|Voss|Westmere|Yarrow|Zane|Alder|Briar|Colter|Drewe|Eld|Farrow|Gage
*,faction_suffix,Assembly|Band|Blades|Brother-Sworn|Cabal|Carters|Coterie|Delvers|Faithful|Fangs|Fold|Guard|Lodge|March|Minders|Mouths|Pact|Rats|Remnant|Runners|Spears|Synod|Tally|Tongues
*,npc_trait,lame|ink-fingered|mud-lunged|chain-scored|wind-burned|grave-dusty|half-frozen|red-eyed|singed|barefoot|hungry|stiff-backed|shaky-handed|worm-bitten|spore-sick|coal-streaked|waterlogged|broken-nosed|lantern-shy|soft-footed
*,npc_role,broker|messenger|grave-tender|choir hand|locksmith|miner|runner|undertaker|diver|toll-keeper|cook|apprentice|lookout|boatman|beggar|charcoal burner
*,npc_condition,with a satchel they will not surrender|trying to remember the way out|certain a sealed room is calling their name|guarding a corpse they refuse to leave|with a bargain already prepared|with one boot missing and a knife still ready|listening for something behind the walls|waiting for a rescue they no longer expect|keeping a lamp alive with the last of the oil|with a prayer strip wound around one bleeding hand|too cold to lie convincingly|hoarding dry food in a burial niche
*,title_artifact_heist,The Black Bargain|The Buried Take|The Midnight Lift|Raid on {place}|Hands on the {noun}|The {adjective} {noun}|The Prize Below {place}|Night Work at {place}|The Last Good Theft|Take the Hidden Prize|A Lantern for the Prize|The Graveyard Score
*,title_artifact_recover,The Lost {noun}|What Was Buried in {place}|Back from {place}|The Thing Below {place}|The Price of the {noun}|Find What Was Taken|The Debt Under Stone|The Buried Due|Return from {place}|The Missing Relic|The Long Way Back with {noun}|What the Dead Still Keep
*,title_rescue,Bring Them Back|Out of {place}|Lost in {place}|One Soul More|The Missing Below|Get Them Out|No One Left Under|Last Breath in {place}|The Way Back with the Living|The Debt of Rescue|Bring Back the Last One|The Living Out of Darkness
*,title_survey,A Road Through {place}|The Route No One Kept|Maps for the Underway|The Lost Way Below|Charting {place}|The Passage Under Stone|A Guide to the Dark|The Hidden Road|Where the Old Road Went|The Road Worth Keeping|Mark the Underway|The Cartographer's Descent
*,title_broker,Terms in the Dark|Bargains Beneath {place}|The Price of Passage|A Deal Below|The Knife and the Lantern|Cinders for Silver|The Truce Under Stone|When Two Sides Need a Fool|Terms at the Bottom|The Cost of Safe Conduct|Broker of the Underway|The Passage Bought in Blood
*,title_recruit,An Ally Below|Friends in the Dark|The Side Beneath {place}|The Price of Help|A Knife Beside You|Win Them or Die Alone|The Guide in the Dark|Hands for Hire Below|The Ally Under Stone|A Friend at the Bottom|Help Bought Cheap|The Last Good Ally
*,title_faction_play,The Feud Below|Knives Under {place}|Two Flags in the Dark|War for the Underway|Blood Between Camps|The Split Below|A Lantern in Enemy Ground|The Camp War|Choose Your Enemies Well|The Quarrel Under Stone|The Rivalry Beneath|Three Knives and a Door
*,title_faction_recruit,Terms of Survival|The Side You Choose|Knives Under {place}|A Knife for Hire|The Camp You Back|Whose Lamp Burns for You|A Pact in the Dark|The Side That Opens the Door|Your Friends Below|The Better Enemy|The Truce You Deserve|Choose the Wrong Ally
*,title_npc_contact,The Last One Who Knows|Whispers Under {place}|What the Survivor Saw|The Witness Below|The Tongue That Stayed|Find the Keeper of Secrets|The Last Honest Voice|One Witness in the Dark|The One Still Breathing|The Secret in the Crawlspace|The Mouth of the Underway|Who Still Remembers
*,title_puzzle_route,The Secret of {place}|The Mechanism Below|Open the Hidden Way|Beyond the Locked Road|The Last Working Door|The Road Inside the Wall|The Device Under Stone|The Other Way Through|What Opens the Dark|The Door That Wasn't There|The Hidden Road to {place}|The Lock That Wants a Mind
*,title_trap_cross,Alive Through the Kill-Room|Past the Killing Floor|One Room Too Far|The Price of {motif}|Cross the Deadfall|The Corridor That Hates You|Past the Murder Door|The Room Built to Win|The Last Safe Step|The Hall of Bad Decisions|Crossing the Teeth|Under the Falling Blades
